,name,artist,release,peak,duration,SemiYearID,WeekID,QuarterID
15038,little bitty pretty one,frankie lymon,1960.583333333333,58,4,1960.5,1960-08-06,1960.5
15039,just a little,brenda lee,1960.75,40,5,1960.5,1960-10-01,1960.75
15040,i'm hurtin',roy orbison,1960.916666666667,27,8,1960.5,1960-12-10,1960.75
15041,lonely man,elvis presley with the jordanaires,1961.083333333333,32,5,1961.0,1961-02-25,1961.0
15042,lonely blue nights,rosie,1961.166666666667,66,4,1961.0,1961-03-11,1961.0
15043,fell in love on monday,fats domino,1961.166666666667,32,6,1961.0,1961-03-18,1961.0
15044,nature boy,bobby darin,1961.416666666667,40,6,1961.0,1961-06-10,1961.25
15045,i've got news for you,ray charles,1961.416666666667,66,5,1961.0,1961-06-17,1961.25
15046,here comes the night,ben e. king,1961.75,81,2,1961.5,1961-10-07,1961.75
15047,love letters,ketty lester,1962.083333333333,5,14,1962.0,1962-02-24,1962.0
15048,johnny loves me,shelley fabares,1962.416666666667,21,10,1962.0,1962-06-09,1962.25
15049,if i should lose you,dreamlovers,1962.416666666667,62,5,1962.0,1962-06-30,1962.25
15050,i'm here to get my baby out of jail,the everly brothers,1962.75,76,6,1962.5,1962-10-13,1962.75
15051,if you were a rock and roll record,freddy cannon,1962.833333333333,67,5,1962.5,1962-11-10,1962.75
15052,half heaven - half heartache,gene pitney,1962.916666666667,12,12,1962.5,1962-12-15,1962.75
15053,i'm in love again,rick nelson,1963.083333333333,67,6,1963.0,1963-02-23,1963.0
15054,killer joe,the rocky fellers,1963.166666666667,16,13,1963.0,1963-03-23,1963.0
15055,if you wanna be happy,jimmy soul,1963.166666666667,1,14,1963.0,1963-03-30,1963.0
15056,heart! (i hear you beating),wayne newton and the newton brothers,1963.25,82,4,1963.0,1963-04-27,1963.25
15057,goodnight my love,the fleetwoods,1963.416666666667,32,11,1963.0,1963-06-01,1963.25
15058,i'll take you home,the drifters,1963.666666666667,25,10,1963.5,1963-09-07,1963.5
15059,enamorado,keith colley,1963.666666666667,66,8,1963.5,1963-09-14,1963.5
15060,i'm crazy 'bout my baby,marvin gaye,1963.75,77,3,1963.5,1963-10-19,1963.75
15061,hey little cobra,the rip chords,1963.916666666667,4,14,1963.5,1963-12-14,1963.75
15062,"my one and only, jimmy boy",the girlfriends,1963.916666666667,49,7,1963.5,1963-12-28,1963.75
15063,my heart cries for you,ray charles,1964.083333333333,38,7,1964.0,1964-02-29,1964.0
15064,"hey, bobba needle",chubby checker,1964.166666666667,23,9,1964.0,1964-03-14,1964.0
15065,my girl sloopy,the vibrations,1964.166666666667,26,9,1964.0,1964-03-28,1964.0
15066,one way love,the drifters,1964.333333333333,56,7,1964.0,1964-05-02,1964.25
15067,"hickory, dick and doc",bobby vee,1964.333333333333,63,8,1964.0,1964-05-30,1964.25
15068,i stand accused,jerry butler,1964.583333333333,61,6,1964.5,1964-08-01,1964.5
15069,he's in town,the tokens,1964.583333333333,43,8,1964.5,1964-08-08,1964.5
15070,funny (how time slips away),joe hinton,1964.583333333333,13,12,1964.5,1964-08-15,1964.5
15071,little honda,the hondells,1964.666666666667,9,12,1964.5,1964-09-12,1964.5
15072,it's for you,cilla black,1964.666666666667,79,3,1964.5,1964-09-19,1964.5
15073,i don't want to see you again,peter and gordon,1964.75,16,9,1964.5,1964-10-03,1964.75
15074,i found a love oh what a love,jo ann & troy,1964.916666666667,67,6,1964.5,1964-12-12,1964.75
15075,i can't stop,the honeycombs,1964.916666666667,48,7,1964.5,1964-12-19,1964.75
15076,"hello, dolly!",bobby darin,1965.083333333333,79,3,1965.0,1965-02-06,1965.0
15077,goldfinger,john barry and his orchestra,1965.166666666667,72,3,1965.0,1965-03-13,1965.0
15078,"never, never leave me",mary wells,1965.166666666667,54,6,1965.0,1965-03-20,1965.0
15079,i'll never find another you,the seekers,1965.166666666667,4,13,1965.0,1965-03-27,1965.0
15080,goodbye my lover goodbye,the searchers,1965.25,52,7,1965.0,1965-04-03,1965.25
15081,for your love,the yardbirds,1965.333333333333,6,12,1965.0,1965-05-15,1965.25
15082,it's wonderful to be in love,the ovations (featuring louis williams),1965.333333333333,61,6,1965.0,1965-05-22,1965.25
15083,my man,barbra streisand,1965.5,79,6,1965.0,1965-07-03,1965.5
15084,going to a go-go,the miracles,1965.916666666667,11,12,1965.5,1965-12-25,1965.75
15085,love is all we need,mel carter,1966.0,50,8,1966.0,1966-01-22,1966.0
15086,hide & seek,the sheep,1966.0,58,7,1966.0,1966-01-29,1966.0
15087,homeward bound,simon & garfunkel,1966.083333333333,5,12,1966.0,1966-02-12,1966.0
15088,get ready,the temptations,1966.083333333333,29,7,1966.0,1966-02-26,1966.0
15089,one track mind,the knickerbockers,1966.166666666667,46,7,1966.0,1966-03-19,1966.0
15090,i surrender,fontella bass,1966.166666666667,78,6,1966.0,1966-03-26,1966.0
15091,he cried,the shangri-las,1966.25,65,6,1966.0,1966-04-09,1966.25
15092,i know you better than that,bobby goldsboro,1966.333333333333,56,5,1966.0,1966-05-14,1966.25
15093,hey joe,the leaves,1966.333333333333,31,9,1966.0,1966-05-21,1966.25
15094,melody for an unknown girl,the unknowns,1966.666666666667,74,4,1966.5,1966-09-24,1966.5
15095,i just don't know what to do with myself,dionne warwick,1966.75,26,8,1966.5,1966-10-01,1966.75
15096,nineteen days,the dave clark five,1966.75,48,6,1966.5,1966-10-22,1966.75
15097,i've passed this way before,jimmy ruffin,1966.916666666667,17,11,1966.5,1966-12-03,1966.75
15098,i've got to have a reason,the dave clark five,1967.0,44,7,1967.0,1967-01-07,1967.0
15099,here comes my baby,the tremeloes,1967.25,13,12,1967.0,1967-04-08,1967.25
15100,it's all over now,casinos,1967.25,65,4,1967.0,1967-04-29,1967.25
15101,"eight men, four women",o.v. wright,1967.333333333333,80,3,1967.0,1967-05-13,1967.25
15102,love me tender,percy sledge,1967.416666666667,40,6,1967.0,1967-06-17,1967.25
15103,making every minute count,spanky and our gang,1967.583333333333,31,7,1967.5,1967-08-19,1967.5
15104,i'll never fall in love again,tom jones,1967.666666666667,6,23,1967.5,1967-09-09,1967.5
15105,holiday,bee gees,1967.666666666667,16,9,1967.5,1967-09-30,1967.5
15106,lost,jerry butler,1967.916666666667,62,6,1967.5,1967-12-30,1967.75
15107,in need of a friend,the cowsills,1968.166666666667,54,6,1968.0,1968-03-16,1968.0
15108,i promise to wait my love,martha reeves & the vandellas,1968.25,62,7,1968.0,1968-04-20,1968.25
15109,my shy violet,the mills brothers,1968.333333333333,73,7,1968.0,1968-05-18,1968.25
15110,it's nice to be with you,the monkees,1968.416666666667,51,7,1968.0,1968-06-15,1968.25
15111,i wish it would rain,gladys knight and the pips,1968.583333333333,41,10,1968.5,1968-08-24,1968.5
15112,hot smoke & sasafrass,the bubble puppy,1969.083333333333,14,12,1969.0,1969-02-15,1969.0
15113,"no, not much",the vogues,1969.166666666667,34,5,1969.0,1969-03-08,1969.0
15114,hair,the cowsills,1969.166666666667,2,15,1969.0,1969-03-15,1969.0
15115,it's only love,b.j. thomas,1969.166666666667,45,8,1969.0,1969-03-22,1969.0
15116,happy heart,petula clark,1969.25,62,5,1969.0,1969-04-12,1969.25
15117,one,three dog night,1969.333333333333,5,16,1969.0,1969-05-03,1969.25
15118,my pledge of love,the joe jeffrey group,1969.416666666667,14,12,1969.0,1969-06-07,1969.25
15119,moments to remember,the vogues,1969.416666666667,47,5,1969.0,1969-06-21,1969.25
15120,i can't get next to you,the temptations,1969.583333333333,1,17,1969.5,1969-08-16,1969.5
15121,keep on doin',the isley brothers,1970.083333333333,75,5,1970.0,1970-02-14,1970.0
15122,i could write a book,jerry butler,1970.166666666667,46,5,1970.0,1970-03-21,1970.0
15123,free the people,delaney & bonnie & friends,1970.333333333333,75,4,1970.0,1970-05-23,1970.25
15124,let's work together,canned heat,1970.75,26,11,1970.5,1970-10-10,1970.75
15125,i'm not my brothers keeper,the flaming ember,1970.75,34,13,1970.5,1970-10-17,1970.75
15126,one toke over the line,brewer and shipley,1971.083333333333,10,14,1971.0,1971-02-13,1971.0
15127,it's too late/i feel the earth move,carole king,1971.333333333333,1,17,1971.0,1971-05-08,1971.25
15128,louisianna,mike kennedy,1972.166666666667,62,7,1972.0,1972-03-04,1972.0
15129,i saw the light,todd rundgren,1972.25,16,14,1972.0,1972-04-08,1972.25
15130,i can see clearly now,johnny nash,1972.666666666667,1,20,1972.5,1972-09-09,1972.5
15131,one night affair,jerry butler,1972.833333333333,52,7,1972.5,1972-11-04,1972.75
15132,i'll be your shelter (in time of storm),luther ingram,1972.916666666667,40,11,1972.5,1972-12-02,1972.75
15133,if you gotta break another heart,albert hammond,1973.166666666667,63,6,1973.0,1973-03-03,1973.0
15134,hearts of stone,the blue ridge rangers,1973.166666666667,37,12,1973.0,1973-03-31,1973.0
15135,long train runnin',the doobie brothers,1973.25,8,18,1973.0,1973-04-21,1973.25
15136,money,pink floyd,1973.333333333333,13,15,1973.0,1973-05-19,1973.25
15137,just don't want to be lonely,ronnie dyson,1973.583333333333,60,7,1973.5,1973-08-11,1973.5
15138,never let you go,bloodstone,1973.666666666667,43,14,1973.5,1973-09-15,1973.5
15139,let me serenade you,three dog night,1973.75,17,12,1973.5,1973-10-27,1973.75
15140,houston (i'm comin' to see you),glen campbell,1974.083333333333,68,6,1974.0,1974-02-09,1974.0
15141,my mistake (was to love you),diana ross & marvin gaye,1974.083333333333,19,16,1974.0,1974-02-23,1974.0
15142,i'm coming home,the spinners,1974.333333333333,18,13,1974.0,1974-05-18,1974.25
15143,one day at a time,marilyn sellars,1974.583333333333,37,10,1974.5,1974-08-24,1974.5
15144,higher plane,kool & the gang,1974.666666666667,37,8,1974.5,1974-09-07,1974.5
15145,love don't love nobody - pt. i,the spinners,1974.666666666667,15,13,1974.5,1974-09-21,1974.5
15146,i feel sanctified,commodores,1974.833333333333,75,8,1974.5,1974-11-16,1974.75
15147,my elusive dreams,charlie rich,1975.083333333333,49,6,1975.0,1975-02-01,1975.0
15148,love corporation,the hues corporation,1975.083333333333,62,6,1975.0,1975-02-22,1975.0
15149,magic,pilot,1975.25,5,20,1975.0,1975-04-05,1975.25
15150,ease on down the road,consumer rapport,1975.25,42,12,1975.0,1975-04-19,1975.25
15151,i'm not in love,10cc,1975.333333333333,2,17,1975.0,1975-05-17,1975.25
15152,how glad i am,kiki dee,1975.333333333333,74,3,1975.0,1975-05-24,1975.25
15153,i don't know why,the rolling stones,1975.416666666667,42,6,1975.0,1975-06-14,1975.25
15154,free man,south shore commission,1975.416666666667,61,7,1975.0,1975-06-28,1975.25
15155,give it what you got/peace pipe,b.t. express,1975.583333333333,31,18,1975.5,1975-08-09,1975.5
15156,i like it like that,loggins & messina,1975.583333333333,84,2,1975.5,1975-08-30,1975.5
15157,drive my car,gary toms empire,1975.833333333333,69,5,1975.5,1975-11-22,1975.75
15158,keep holding on,the temptations,1976.083333333333,54,6,1976.0,1976-02-07,1976.0
15159,get up and boogie (that's right),silver convention,1976.166666666667,2,21,1976.0,1976-03-13,1976.0
15160,movin',brass construction,1976.25,14,16,1976.0,1976-04-03,1976.25
15161,love in the shadows,neil sedaka,1976.25,16,11,1976.0,1976-04-10,1976.25
15162,lookin' out for #1,bachman-turner overdrive,1976.25,65,6,1976.0,1976-04-24,1976.25
15163,nutbush city limits,bob seger,1976.416666666667,69,4,1976.0,1976-06-05,1976.25
15164,everything's coming up love,david ruffin,1976.416666666667,49,9,1976.0,1976-06-12,1976.25
15165,hell cat,bellamy brothers,1976.5,70,3,1976.0,1976-07-10,1976.5
15166,jump,aretha franklin,1976.75,72,5,1976.5,1976-10-02,1976.75
15167,if i only could,the rowans,1976.75,74,4,1976.5,1976-10-16,1976.75
15168,living next door to alice,smokie,1976.916666666667,25,20,1976.5,1976-12-04,1976.75
15169,i can't ask for anymore than you,cliff richard,1976.916666666667,80,4,1976.5,1976-12-18,1976.75
15170,i just can't say no to you,parker mcgee,1977.0,42,7,1977.0,1977-01-22,1977.0
15171,i've got love on my mind,natalie cole,1977.0,5,21,1977.0,1977-01-29,1977.0
15172,i'm scared,burton cummings,1977.083333333333,61,5,1977.0,1977-02-19,1977.0
15173,i'm your boogie man,kc and the sunshine band,1977.083333333333,1,23,1977.0,1977-02-26,1977.0
15174,margaritaville,jimmy buffett,1977.25,8,22,1977.0,1977-04-02,1977.25
15175,gonna fly now,bill conti,1977.25,1,20,1977.0,1977-04-23,1977.25
15176,here comes summer,wildfire,1977.416666666667,49,7,1977.0,1977-06-18,1977.25
15177,l.a. sunshine,war,1977.5,45,10,1977.0,1977-07-09,1977.5
15178,hard rock cafe,carole king,1977.5,30,11,1977.0,1977-07-23,1977.5
15179,i'm dreaming,jennifer warnes,1977.5,50,7,1977.0,1977-07-30,1977.5
15180,help is on its way,little river band,1977.583333333333,14,22,1977.5,1977-08-06,1977.5
15181,just remember i love you,firefall,1977.583333333333,11,21,1977.5,1977-08-13,1977.5
15182,dusic,brick,1977.666666666667,18,18,1977.5,1977-09-03,1977.5
15183,hard times,boz scaggs,1977.75,58,6,1977.5,1977-10-15,1977.75
15184,"money, money, money",abba,1977.75,56,7,1977.5,1977-10-22,1977.75
15185,mind bender,stillwater,1977.833333333333,46,13,1977.5,1977-11-19,1977.75
15186,kick it out,heart,1977.833333333333,79,3,1977.5,1977-11-26,1977.75
15187,"let it go, let it flow",dave mason,1978.0,45,8,1978.0,1978-01-21,1978.0
15188,kings and queens,aerosmith,1978.166666666667,70,5,1978.0,1978-03-11,1978.0
15189,i don't wanna go,joey travolta,1978.416666666667,43,8,1978.0,1978-06-03,1978.25
15190,it's a laugh,daryl hall john oates,1978.583333333333,20,14,1978.5,1978-08-26,1978.5
15191,hold the line,toto,1978.75,5,21,1978.5,1978-10-07,1978.75
15192,hot summer nights,walter egan,1978.75,55,7,1978.5,1978-10-14,1978.75
15193,haven't stopped dancing yet,gonzalez,1979.0,26,12,1979.0,1979-01-06,1979.0
15194,not fade away,tanya tucker,1979.0,70,4,1979.0,1979-01-20,1979.0
15195,music box dancer,frank mills,1979.0,3,20,1979.0,1979-01-27,1979.0
15196,heart of glass,blondie,1979.083333333333,1,21,1979.0,1979-02-17,1979.0
15197,gone long gone,chicago,1979.25,73,3,1979.0,1979-04-14,1979.25
15198,heart of the night,poco,1979.333333333333,20,14,1979.0,1979-05-12,1979.25
15199,morning dance,spyro gyra,1979.416666666667,24,15,1979.0,1979-06-16,1979.25
15200,light my fire/137 disco heaven,amii stewart,1979.416666666667,69,6,1979.0,1979-06-23,1979.25
15201,long live rock,the who,1979.416666666667,54,6,1979.0,1979-06-30,1979.25
15202,oh well,rockets,1979.5,30,13,1979.0,1979-07-07,1979.5
15203,one fine day,rita coolidge,1979.666666666667,66,7,1979.5,1979-09-01,1979.5
15204,killer cut,charlie,1979.666666666667,60,6,1979.5,1979-09-08,1979.5
15205,it's all i can do,the cars,1979.75,41,10,1979.5,1979-10-13,1979.75
15206,i don't want to talk about it,rod stewart,1979.916666666667,46,11,1979.5,1979-12-22,1979.75
15207,love's only love,engelbert,1980.166666666667,83,2,1980.0,1980-03-15,1980.0
15208,goin' on,the beach boys,1980.25,83,3,1980.0,1980-04-12,1980.25
15209,it's not a wonder,little river band,1980.333333333333,51,6,1980.0,1980-05-03,1980.25
15210,inside of you,"ray, goodman & brown",1980.333333333333,76,4,1980.0,1980-05-10,1980.25
15211,is this love,pat travers band,1980.333333333333,50,7,1980.0,1980-05-17,1980.25
15212,how does it feel to be back,daryl hall john oates,1980.5,30,13,1980.0,1980-07-19,1980.5
15213,first time love,livingston taylor,1980.5,38,10,1980.0,1980-07-26,1980.5
15214,fool for your loving,whitesnake,1980.583333333333,37,22,1980.5,1980-08-02,1980.5
15215,"girl, don't let it get you down",the o'jays,1980.583333333333,55,11,1980.5,1980-08-23,1980.5
15216,every woman in the world,air supply,1980.75,5,22,1980.5,1980-10-25,1980.75
15217,heartbreak hotel,the jacksons,1980.916666666667,22,16,1980.5,1980-12-06,1980.75
15218,how 'bout us,champaign,1981.083333333333,12,23,1981.0,1981-02-14,1981.0
15219,lover,michael stanley band,1981.166666666667,68,6,1981.0,1981-03-28,1981.0
15220,i don't need you,rupert holmes,1981.25,56,7,1981.0,1981-04-04,1981.25
15221,i can take care of myself,billy & the beaters,1981.25,39,11,1981.0,1981-04-25,1981.25
15222,give it to me baby,rick james,1981.333333333333,40,14,1981.0,1981-05-30,1981.25
15223,lady (you bring me up),commodores,1981.416666666667,8,22,1981.0,1981-06-20,1981.25
15224,it hurts to be in love,dan hartman,1981.416666666667,72,5,1981.0,1981-06-27,1981.25
15225,general hospi-tale,the afternoon delights,1981.5,33,16,1981.0,1981-07-25,1981.5
15226,falling in love again,michael stanley band,1981.583333333333,64,8,1981.5,1981-08-08,1981.5
15227,just once,quincy jones featuring james ingram,1981.583333333333,17,23,1981.5,1981-08-15,1981.5
15228,magic man,herb alpert,1981.666666666667,79,5,1981.5,1981-09-05,1981.5
15229,living eyes,bee gees,1981.833333333333,45,10,1981.5,1981-11-07,1981.75
15230,love is alright tonite,rick springfield,1981.916666666667,20,16,1981.5,1981-12-05,1981.75
15231,never give up on a good thing,george benson,1982.083333333333,52,9,1982.0,1982-02-20,1982.0
15232,hollywood,shooting star,1982.166666666667,70,5,1982.0,1982-03-27,1982.0
15233,how long,rod stewart,1982.25,49,9,1982.0,1982-04-24,1982.25
15234,i know what boys like,the waitresses,1982.333333333333,62,6,1982.0,1982-05-08,1982.25
15235,gloria,laura branigan,1982.5,2,36,1982.0,1982-07-10,1982.5
15236,only time will tell,asia,1982.5,17,14,1982.0,1982-07-24,1982.5
15237,never been in love,randy meisner,1982.5,28,11,1982.0,1982-07-31,1982.5
15238,he got you,ronnie milsap,1982.583333333333,59,7,1982.5,1982-08-21,1982.5
15239,everybody wants you,billy squier,1982.75,32,17,1982.5,1982-10-02,1982.75
15240,little thing called love,neil young,1983.0,71,6,1983.0,1983-01-29,1983.0
15241,keep it tight,single bullet theory,1983.166666666667,78,4,1983.0,1983-03-05,1983.0
15242,front page story,neil diamond,1983.25,65,8,1983.0,1983-04-23,1983.25
15243,how can i refuse,heart,1983.583333333333,44,11,1983.5,1983-08-13,1983.5
15244,holding out for a hero,bonnie tyler,1984.083333333333,34,13,1984.0,1984-02-25,1984.0
15245,i can dream about you,dan hartman,1984.333333333333,6,25,1984.0,1984-05-05,1984.25
15246,little bit of love,dwight twilley,1984.333333333333,77,4,1984.0,1984-05-19,1984.25
15247,now it's my turn,berlin,1984.416666666667,74,4,1984.0,1984-06-30,1984.25
15248,let's talk about me,the alan parsons project,1985.083333333333,56,10,1985.0,1985-02-16,1985.0
15249,my toot toot,jean knight,1985.333333333333,50,15,1985.0,1985-05-04,1985.25
15250,let him go,animotion,1985.416666666667,39,13,1985.0,1985-06-01,1985.25
15251,only for love,limahl,1985.5,51,7,1985.0,1985-07-20,1985.5
15252,hold me,laura branigan,1985.75,82,4,1985.5,1985-10-19,1985.75
15253,i like you,phyllis nelson,1986.083333333333,61,11,1986.0,1986-02-08,1986.0
15254,i must be dreaming,giuffria,1986.333333333333,52,10,1986.0,1986-05-03,1986.25
15255,give me the reason,luther vandross,1986.583333333333,57,11,1986.5,1986-08-23,1986.5
15256,goldmine,the pointer sisters,1986.833333333333,33,13,1986.5,1986-11-01,1986.75
15257,my baby,pretenders,1987.083333333333,64,7,1987.0,1987-02-07,1987.0
15258,if she would have been faithful. . .,chicago,1987.166666666667,17,19,1987.0,1987-03-21,1987.0
15259,jammin' me,tom petty and the heartbreakers,1987.25,18,12,1987.0,1987-04-25,1987.25
15260,la bamba,los lobos,1987.416666666667,1,21,1987.0,1987-06-27,1987.25
15261,i think we're alone now,tiffany,1987.583333333333,1,24,1987.5,1987-08-29,1987.5
15262,dude (looks like a lady),aerosmith,1987.75,14,20,1987.5,1987-10-03,1987.75
15263,in god's country,u2,1987.916666666667,44,12,1987.5,1987-12-05,1987.75
15264,i heard it through the grapevine,the california raisins,1988.0,84,4,1988.0,1988-01-23,1988.0
15265,jealous guy,john lennon & the plastic ono band,1988.75,80,4,1988.5,1988-10-15,1988.75
15266,every little step,bobby brown,1989.166666666667,3,21,1989.0,1989-03-25,1989.0
15267,fire woman,the cult,1989.333333333333,46,11,1989.0,1989-05-27,1989.25
15268,it's no crime,babyface,1989.583333333333,7,18,1989.5,1989-08-12,1989.5
15269,love shack,the b-52s,1989.666666666667,3,27,1989.5,1989-09-02,1989.5
15270,more than words can say,alias,1990.666666666667,2,23,1990.5,1990-09-08,1990.5
15271,miles away,winger,1990.75,12,22,1990.5,1990-10-13,1990.75
15272,love is a killer,vixen,1990.833333333333,71,6,1990.5,1990-11-10,1990.75
15273,just a little bit longer,maxi priest,1990.916666666667,62,11,1990.5,1990-12-08,1990.75
15274,hold you tight,tara kemp,1991.0,3,22,1991.0,1991-01-19,1991.0
15275,easy come easy go,winger,1991.083333333333,41,11,1991.0,1991-02-09,1991.0
15276,just like you,robbie nevil,1991.5,25,14,1991.0,1991-07-06,1991.5
15277,low rider (on the boulevard),latin alliance featuring war,1991.583333333333,54,11,1991.5,1991-08-10,1991.5
15278,faithful,go west,1992.833333333333,14,20,1992.5,1992-11-07,1992.75
15279,hip hop hooray,naughty by nature,1993.0,8,22,1993.0,1993-01-30,1993.0
15280,hopelessly,rick astley,1993.666666666667,28,20,1993.5,1993-09-04,1993.5
15281,foreplay,raab,1993.75,74,11,1993.5,1993-10-16,1993.75
15282,i'm in love,lisa keith,1994.0,84,3,1994.0,1994-01-22,1994.0
15283,"family affair (from ""addams family values"")",shabba ranks featuring patra and terri & monica,1994.083333333333,84,2,1994.0,1994-02-19,1994.0
15284,mr. personality,gillette,1995.166666666667,42,18,1995.0,1995-03-04,1995.0
15285,just a girl,no doubt,1995.916666666667,23,29,1995.5,1995-12-16,1995.75
15286,firestarter,the prodigy,1997.0,30,20,1997.0,1997-01-18,1997.0
15287,if tomorrow never comes,joose,1997.166666666667,51,17,1997.0,1997-03-22,1997.0
15288,last night's letter,k-ci & jojo,1997.75,46,20,1997.5,1997-10-04,1997.75
15289,let's ride,montell jordan feat. master p & silkk the shocker,1998.166666666667,2,21,1998.0,1998-03-07,1998.0
15290,freak out,nutta butta featuring teddy riley and anonymous,1998.416666666667,63,11,1998.0,1998-06-20,1998.25
15291,music sounds better with you,stardust,1998.75,62,8,1998.5,1998-10-10,1998.75
15292,heartbreak hotel,whitney houston feat. faith evans & kelly price,1998.916666666667,2,28,1998.5,1998-12-26,1998.75
15293,love ain't like that,faith hill,1999.166666666667,68,8,1999.0,1999-03-06,1999.0
15294,jigga what...,jay-z featuring big jaz,1999.333333333333,84,3,1999.0,1999-05-08,1999.25
15295,last kiss,pearl jam,1999.333333333333,2,21,1999.0,1999-05-29,1999.25
15296,hanginaround,counting crows,1999.833333333333,28,20,1999.5,1999-11-06,1999.75
15297,i don't wanna,aaliyah,2000.0,35,20,2000.0,2000-01-29,2000.0
15298,mr. too damn good,gerald levert,2000.166666666667,76,8,2000.0,2000-03-18,2000.0
15299,more,trace adkins,2000.25,65,11,2000.0,2000-04-29,2000.25
15300,mrs. steven rudy,mark mcguinn,2001.166666666667,44,15,2001.0,2001-03-24,2001.0
15301,i should be sleeping,emerson drive,2002.166666666667,35,20,2002.0,2002-03-16,2002.0
15302,go!,common,2005.5,79,6,2005.0,2005-07-09,2005.5
15303,one wish,ray j,2005.75,11,25,2005.5,2005-10-08,2005.75
15304,grillz,"nelly featuring paul wall, ali & gipp",2005.833333333333,1,28,2005.5,2005-11-19,2005.75
15305,fresh azimiz,bow wow featuring j-kwon & jermaine dupri,2005.916666666667,23,20,2005.5,2005-12-24,2005.75
15306,hips don't lie,shakira featuring wyclef jean,2006.25,1,31,2006.0,2006-04-01,2006.25
15307,london bridge,fergie,2006.583333333333,1,21,2006.5,2006-08-05,2006.5
15308,hands up,lloyd banks featuring 50 cent,2006.666666666667,84,4,2006.5,2006-09-16,2006.5
15309,makes me wonder,maroon 5,2007.25,1,26,2007.0,2007-04-21,2007.25
15310,earth intruders,bjork,2007.25,84,1,2007.0,2007-04-28,2007.25
15311,if i was your man,joe,2007.333333333333,84,2,2007.0,2007-05-12,2007.25
15312,music is my hot hot sex,css,2007.833333333333,63,3,2007.5,2007-11-24,2007.75
15313,hero/heroine,boys like girls,2007.916666666667,43,17,2007.5,2007-12-22,2007.75
15314,feedback,janet,2008.0,19,17,2008.0,2008-01-12,2008.0
15315,falsetto,the-dream,2008.0,30,19,2008.0,2008-01-26,2008.0
15316,hollywood's not america,ferras,2008.25,62,10,2008.0,2008-04-05,2008.25
15317,lovebug,jonas brothers,2008.666666666667,49,14,2008.5,2008-09-27,2008.5
15318,fly on the wall,miley cyrus,2009.0,84,2,2009.0,2009-01-10,2009.0
15319,love is on its way,jonas brothers,2009.166666666667,84,1,2009.0,2009-03-14,2009.0
15320,for your entertainment,adam lambert,2009.833333333333,61,2,2009.5,2009-11-28,2009.75
15321,make a wave,disney's friends for change,2010.25,84,1,2010.0,2010-04-03,2010.25
15322,dumb love,sean kingston,2010.666666666667,84,1,2010.5,2010-09-25,2010.5
15323,never grow up,taylor swift,2010.833333333333,84,1,2010.5,2010-11-13,2010.75
15324,hold my hand,michael jackson duet with akon,2010.916666666667,39,9,2010.5,2010-12-04,2010.75
15325,fire flame,birdman featuring lil wayne,2010.916666666667,64,10,2010.5,2010-12-18,2010.75
15326,how to hate,lil wayne featuring t-pain,2011.666666666667,84,1,2011.5,2011-09-17,2011.5
15327,i got nothin',darius rucker,2011.75,84,10,2011.5,2011-10-01,2011.75
15328,madness,muse,2012.666666666667,45,29,2012.5,2012-09-08,2012.5
15329,i want to know what love is,terry mcdermott,2012.916666666667,84,1,2012.5,2012-12-22,2012.75
15330,just give me a reason,p!nk featuring nate ruess,2013.166666666667,1,36,2013.0,2013-03-02,2013.0
15331,make you feel my love,glee cast,2013.75,84,1,2013.5,2013-10-26,2013.75
15332,midnight,coldplay,2014.333333333333,29,3,2014.0,2014-05-03,2014.25
15333,foreign,trey songz,2014.5,84,10,2014.0,2014-07-19,2014.5
15334,g.d.f.r.,flo rida featuring sage the gemini & lookas,2014.833333333333,8,35,2014.5,2014-11-08,2014.75
15335,i walk the line,craig wayne boyd,2014.916666666667,84,1,2014.5,2014-12-13,2014.75
15336,fairly local,twenty one pilots,2015.25,84,1,2015.0,2015-04-04,2015.25
15337,make it rain,koryn hawthorne,2015.333333333333,84,1,2015.0,2015-05-09,2015.25
15338,fml,kanye west,2016.25,84,1,2016.0,2016-04-23,2016.25
15339,holy key,"dj khaled featuring big sean, kendrick lamar & betty wright",2016.583333333333,84,1,2016.5,2016-08-20,2016.5
15340,guys my age,hey violet,2017.083333333333,68,5,2017.0,2017-02-11,2017.0
15341,everything 1k,kodak black,2017.166666666667,84,1,2017.0,2017-03-04,2017.0
15342,one number away,luke combs,2018.166666666667,34,20,2018.0,2018-03-31,2018.0
15343,guatemala,swae lee featuring slim jxmmi,2018.25,84,1,2018.0,2018-04-28,2018.25
15344,lose it,kane brown,2018.416666666667,28,20,2018.0,2018-06-23,2018.25
15345,got a match?,the daddy-o's,1958.583333333333,85,1,1958.5,1958-08-02,1958.5
15346,i'll make it all up to you,jerry lee lewis and his pumping piano,1958.666666666667,85,1,1958.5,1958-09-06,1958.5
15347,guaglione,perez prado and his orchestra,1958.75,53,9,1958.5,1958-10-11,1958.75
15348,love of my life,the everly brothers,1958.833333333333,40,6,1958.5,1958-11-22,1958.75
15349,i just thought you'd like to know,johnny cash and the tennessee two,1958.916666666667,85,1,1958.5,1958-12-13,1958.75
15350,graduation's here,the fleetwoods,1959.333333333333,39,8,1959.0,1959-05-16,1959.25
15351,just a little bit,rosco gordon,1960.083333333333,64,7,1960.0,1960-02-13,1960.0
